X,Y,OBJECTID,BUSSTOPID,STOPNUMBER,LTAR,LOCATION,ACCESSIBLE,BUSPADID,FDMID,FCODE,SOURCE,SACC,ADDDATE,MODDATE
-63.468466300484693,44.61190300089622,424968,BS1664,8672,Yes,Heritage Hills Dr Before Serop Cr (8672),Non-Standard,CPD1924,200001810,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.51572939935901,44.682078800805542,424969,BS2420,7460,Yes,Plaza Dr Opposite Eljay Dr (7460),Non-Standard,CPD2397,200002439,Conventional Transit Bus Stop,18/01/2017,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.572167900426777,44.572753201216635,424970,BS711,6888,Yes,Herring Cove Rd After Tanglewood Ln (6888),Inaccessible,CPD1037,700008660,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.520167600580365,44.6775026007383,424971,BS623,6629,Yes,Ellenvale Ave Opposite Anderson St (6629),Accessible,CPD1079,200001014,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.483991600570818,44.687942500900441,424972,BS2010,6075,Yes,Auburn Dr Before 2nd Bradorian Dr (6075),Non-Standard,CPD336,200001931,Conventional Transit Bus Stop,18/01/2017,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.603963000051991,44.706536901516664,424973,BS1701,6672,Yes,Fielding Ave After Moore Rd (6672),Non-Standard,CPD1956,200003008,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.671492899321471,44.721188300962893,424974,BS765,6229,Yes,Bedford Hwy Before Lindsay Hill (6229),Inaccessible,CPD947,100001796,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.595836499530357,44.713067400307338,424975,BS842,6001,Yes,Akerley Blvd At Civic 75 (6001),Inaccessible,CPD1256,700004256,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.548612500727103,44.653569200969223,424976,BS2292,7481,Yes,Pleasant St At Dartmouth General (7481),Accessible,CPD398,200000690,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.662779100030015,44.660935301480492,424977,BS2607,9103,Yes,Lacewood Terminal Bay 3 (9103),Accessible,,700010368,Terminal,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.542699799408503,44.669426600529711,424978,BS604,8036,Yes,Portland St After Chestnut Ln (8036),Accessible,CPD1065,700004028,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.598905700598053,44.662295601117748,424979,BS1420,8628,Yes,Young St After Gottingen St (8628),Accessible,CPD1585,300000529,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.533613200172432,44.664419501041841,424980,BS498,6725,Yes,Gaston Rd After Lacomb Dr (6725),Accessible,CPD832,700010501,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.538763300086792,44.670316201180789,424981,BS1250,8637,Yes,Penhorn Terminal Metrolink (8637),Accessible,CPD231,700004486,Terminal,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.557621000432349,44.66908900083817,424982,BS1497,8058,Yes,Portland St Before James St (8058),Accessible,CPD1794,200000762,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.485925000539375,44.614281900668722,424983,BS1768,8660,Yes,Hornes Rd At Civic 65 (8660),Inaccessible,CPD1841,200002073,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.571457600735002,44.666407900489006,424984,BS728,6025,Yes,Alderney Dr Opposite Church St (6025),Accessible,CPD132,700004535,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.63408450057365,44.634967701499683,424985,BS1311,8805,Yes,Walter Havill Dr After 1st Stone Gate Dr (8805),Non-Standard,CPD1482,300003606,Conventional Transit Bus Stop,18/01/2017,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.585004099099777,44.707959300700416,424986,BS1077,8862,Yes,Wright Ave At Civic 340 (8862),Accessible,CPD1448,700004172,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.681039799800679,44.718513501510806,424987,BS680,6130,Yes,Basinview Dr After Glen Moir Terr (6130),Non-Standard,CPD1012,100000524,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.599434699604259,44.686355401070927,424988,BS1710,8075,Yes,Princess Margaret Blvd After Windmill Rd (8075),Non-Standard,CPD1805,200000253,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.489708599413198,44.67606200106065,424989,BS2431,7199,Yes,Merrimac Dr After Silistria Dr (7199),Accessible,CPD2404,200001701,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.258924800305557,44.679929800860869,424990,BS1145,8798,Yes,Hwy 207 Opposite Civic 6344 (8798),Inaccessible,CPD1378,700000348,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.622344299547862,44.662399301253544,424991,BS1639,8553,Yes,Windsor St After Lady Hammond Rd (8553),Accessible,CPD1648,300000525,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.610070699567643,44.602515200589515,424992,BS2246,6849,Yes,Herring Cove Rd After Lynnett Rd (6849),Accessible,CPD2234,300002649,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.547585120892855,44.698228222038722,424993,BS2224,8465,Yes,Waverley Rd Before Montebello Dr (8465),Non-Standard,CPD2212,200001632,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.591500799676169,44.702512100892442,424994,BS827,6950,Yes,Ilsley Ave At Civic 50 (6950),Accessible,CPD1245,200000721,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.461203399853019,44.700658201017141,424995,BS120,8933,Yes,Ross Rd After Salmon River Dr (8933),Non-Standard,CPD520,200003019,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.646248599513996,44.654282401198415,424996,BS585,7172,Yes,Main Ave Before Willett St (7172),Accessible,CPD979,300003362,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.672199600362241,44.671547800754965,424997,BS1799,6650,Yes,Farnham Gate Rd Before Glenbourne Ct (6650),Non-Standard,CPD1870,700001630,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.57524079985852,44.65148630104121,424998,BS993,8412,Yes,Upper Water St Before Purdys Ln (8412),Accessible,CPD170,700002330,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.596796200291095,44.66661800114602,424999,BS2187,6110,Yes,Barrington St Opposite Hanover St (6110),Non-Standard,CPD2182,300000379,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.67175180007456,44.69589390134967,425000,BS2142,6547,Yes,Cutter Dr Before Starboard Dr (6547),Non-Standard,CPD2149,300003648,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.57170720033163,44.639744801129467,425001,BS165,8293,Yes,South St Before Barrington St (8293),Accessible,CPD658,300001981,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.484505399184101,44.691071300868828,425002,BS2011,6076,Yes,Auburn Dr Before 2nd Quindora Cr (6076),Accessible,CPD2089,200001930,Conventional Transit Bus Stop,18/01/2017,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.571468699420315,44.666321400784817,425003,BS729,6026,Yes,Alderney Dr After Church St (6026),Accessible,CPD133,700004535,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.685372298957496,44.849107200909714,425004,BS81,8745,Yes,Beaver Bank Rd Opposite Kinsac Rd (8745),Inaccessible,CPD589,100001731,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.688125900306339,44.806872000678304,425005,BS132,8714,Yes,Beaver Bank Rd Before Majestic Ave (8714),Non-Standard,CPD532,100001584,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.615307507568147,44.665240861082005,425006,BS472,7095,Yes,Lady Hammond Rd Before Basinview Dr (7095),Accessible,CPD808,300000377,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,2016-11-22T00:00:00.000Z
-63.669407100164946,44.636283901016995,425007,BS1203,7120,Yes,Lakelands Blvd Before St Margarets Bay Rd (7120),Inaccessible,CPD1288,700005418,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.494720100059013,44.699947600589788,425008,BS389,7244,Yes,Montague Rd After Lake Loon Cr (7244),Non-Standard,CPD907,200001597,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.5878192009096,44.642461500610466,425009,BS1748,8219,Yes,Robie St Opposite Binney St (8219),Accessible,CPD1830,700004846,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.283329800549815,44.743967000844961,425010,BS1440,8789,Yes,Lakeview Shopping Centre (8789),Accessible,CPD1673,700010463,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.58752249994766,44.641590101023482,425011,BS549,8194,Yes,Robie St Before Bliss St (8194),Accessible,CPD869,700004847,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.524696699630375,44.669997800368044,425012,BS621,6627,Yes,Eisener Blvd After Norm Newman Dr (6627),Accessible,CPD1077,200000928,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.478022500323732,44.665229600375994,425013,BS1572,6464,Yes,Colby Dr Before 2nd Briarlynn Cr (6464),Accessible,CPD1740,200001290,Conventional Transit Bus Stop,05/12/2016,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.59356339984047,44.588985300696478,425014,BS2453,6859,Yes,Herring Cove Rd After Fotherby Ave (6859),Non-Standard,CPD387,300002687,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.595173599444529,44.654468900640005,425015,BS323,7342,Yes,North St Before Robie St (7342),Accessible,CPD602,300000931,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.565140000870066,44.677598900997985,425016,BS884,8384,Yes,Thistle St After Chrichton Park Rd (8384),Accessible,CPD1127,200000624,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.573876499690428,44.646661901353909,425017,BS2180,6103,Yes,Barrington St After Prince St (6103),Accessible,CPD2178,300001496,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.600595599632456,44.693385700859743,425018,BS1598,8536,Yes,Windmill Rd Before Wrights Cove Rd (8536),Non-Standard,CPD1623,200000746,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.660663899912564,44.696569801109867,425019,BS2352,6287,Yes,Bedford Hwy After Charlotte Ln (6287),Non-Standard,CPD2532,300003591,Conventional Transit Bus Stop,18/01/2017,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.505522499454038,44.688973800738175,425020,BS404,7259,Yes,Mt Edward Rd After Cranberry Cr (7259),Non-Standard,CPD86,200001574,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.611490800386214,44.603374501309631,425021,BS605,6897,Yes,Herring Cove Rd Before Greystone Dr (6897),Accessible,CPD1066,300002644,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.637747099971953,44.653042200761512,425022,BS1657,8249,Yes,Rosedale Ave After Alex St (8249),Accessible,CPD1918,300001148,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.548541000220368,44.653489800956478,425023,BS1895,8010,Yes,Pleasant St Opposite Dartmouth General (8010),Accessible,CPD2109,200000690,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.589660599918339,44.658163601558307,425024,BS332,7351,Yes,North St Before Brunswick St (7351),Accessible,CPD15,300000721,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.538376299574175,44.670651500907468,425025,BS2682,8945,Yes,Penhorn Terminal Bay 5 (8945),Accessible,CPD2383,700010480,Terminal,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.566515700659082,44.567800000873341,425026,BS1943,7055,Yes,Ketch Harbour Rd Opposite View Royal Dr (7055),Inaccessible,CPD2033,700001916,Conventional Transit Bus Stop,18/01/2017,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.533602300014785,44.679662801062314,425027,BS258,8319,Yes,Spikenard St Before Valleyfield Rd (8319),Accessible,CPD685,200000078,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.57571310079723,44.667548301312614,425028,BS2655,7196,Yes,Windmill Rd Before Wyse Rd (7196),Non-Standard,CPD662,200000365,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.791950400559074,44.735500701081001,425029,BS1451,6806,Yes,Hammonds Plains Rd Before Pockwock Rd (6806),Non-Standard,CPD1683,600000443,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.518401899905676,44.662263800540501,425030,BS664,8255,Yes,Russell Lake Dr Before 1st Hillview Dr (8255),Non-Standard,CPD1000,200002818,Conventional Transit Bus Stop,18/01/2017,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.575546299818647,44.643295300799466,425031,BS1117,8327,Yes,Spring Garden Rd After Queen St (8327),Accessible,CPD205,300001693,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.558842000447989,44.674465900792221,425032,BS156,8284,Yes,Sinclair St Before Highwood St (8284),Non-Standard,CPD651,200000113,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.497277199431011,44.614343600853054,425033,BS2362,7495,Yes,Main Rd Before Myers Ln (7495),Accessible,CPD405,200001759,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.560188900249024,44.600331201425107,425034,BS1908,8111,Yes,Purcells Cove Rd Before Homestead Rd (8111),Inaccessible,CPD2121,700000769,Conventional Transit Bus Stop,07/01/2017,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.73747160033475,44.799535301574146,425035,BS1130,8340,Yes,Springfield Ave After Sackville Dr (8340),Inaccessible,CPD1366,100002009,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.658738500339922,44.666403900383692,425036,BS2273,6598,Yes,Dunbrack St After Lincoln Cross (6598),Accessible,CPD372,700005260,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.748753700091491,44.661030901504155,425037,BS956,8163,Yes,Richard St After Charles Rd (8163),Non-Standard,CPD1184,300003151,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.597971000850002,44.703789401087271,425038,BS1402,8608,Yes,Wright Ave After Fielding Ave (8608),Accessible,CPD1571,200000729,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.608921300670026,44.630328401492292,425039,BS1716,8081,Yes,Purcells Cove Rd After Colindale St (8081),Accessible,CPD1811,300002369,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.648230999886366,44.675066300846773,425040,BS189,6697,Yes,Flamingo Dr After Bedford Hwy (6697),Non-Standard,CPD738,300003581,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.689085900206081,44.769869100534052,425041,BS310,7329,Yes,Sackville Dr Before Riverside Dr (7329),Accessible,CPD592,100000732,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.622525899372455,44.635793000877719,425042,BS1161,8578,Yes,Withrod Dr Before Sullivan Terr (8578),Accessible,CPD1391,300002161,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.618339999880092,44.648193301130767,425043,BS2483,6621,Yes,East Perimeter Rd Before Mumford Rd (6621),Accessible,CPD2326,700010422,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.586193225990826,44.677822642831778,425044,BS725,6022,Yes,Albro Lake Rd After Catherine St (6022),Accessible,CPD1048,200000424,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.597466799837207,44.802720601173334,425045,BS1242,8030,No,Fall River Park and Ride (8030),Accessible,CPD1589,700010505,Park n Ride,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.482953700566277,44.606348400507258,425046,BS1115,8270,Yes,Shore Rd After Oceanlea Dr (8270),Accessible,CPD203,200001784,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.495222299625333,44.671469801415235,425047,BS178,6479,Yes,Cole Harbour Rd After Hugh Allen Dr (6479),Accessible,CPD731,200000238,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.643612399887964,44.751058400958811,425048,BS2310,9040,Yes,Damascus Rd At Civic 141 (9040),Accessible,CPD424,700005665,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.483331800571044,44.678020900941227,425049,BS736,6033,Yes,Arklow Dr After Ashley Dr (6033),Non-Standard,CPD1055,200002965,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.660330400363328,44.692341201035973,425050,BS759,6223,Yes,Bedford Hwy Opposite Lodge Dr (6223),Inaccessible,CPD944,300003593,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.476161500075499,44.646163500799936,425051,BS577,7439,Yes,Pearl Dr Before Opal Ct (7439),Inaccessible,CPD972,700003524,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.646361600390222,44.728169601162868,425052,BS2148,6555,Yes,Dartmouth Rd Before Dartmour Cr (6555),Accessible,CPD2155,700009825,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.672713399873807,44.726922400950677,425053,BS298,7195,Yes,Meadowbrook Dr After Douglas Dr (7195),Accessible,CPD717,100001118,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.591294000311237,44.657475401021038,425054,BS745,6769,Yes,Gottingen St After North St (6769),Accessible,CPD94,300000748,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.589767400622456,44.660431201392591,425055,BS1884,6091,Yes,Barrington St After Marjorie Russell Ln (6091),Accessible,CPD2100,700006506,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.621338999404998,44.633267200350517,425056,BS654,7184,Yes,Margaret Rd After Knob Hill Cr (7184),Non-Standard,CPD990,300002271,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.454252100538902,44.682366700412594,425057,BS1611,8760,Yes,Cole Harbour Rd Before Ross Rd (8760),Non-Standard,CPD1628,200000234,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.641057600203091,44.66200890075433,425058,BS1545,7065,Yes,Lacewood Dr After Braeside Ln (7065),Accessible,CPD1717,300000538,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.547325199653592,44.686098700784754,425059,BS1826,6313,Yes,Braemar Dr Before Braeside Ct (6313),Accessible,CPD2545,200001628,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
